link,title
https://finance.yahoo.com/m/2e61ffcb-2407-3f35-8fd0-1c24ee2852a8/why-docusign-and-zoom-video.html,Why DocuSign and Zoom Video Stocks Sank Today -- but CrowdStrike Bounced
https://finance.yahoo.com/news/heres-much-investing-1-000-170044822.html,"Here's How Much Investing $1,000 In The 2018 DocuSign IPO Would Be Worth Today"
