link,title
https://finance.yahoo.com/news/clouderas-cldr-q2-earnings-revenues-143802458.html,Cloudera's (CLDR) Q2 Earnings and Revenues Increase Y/Y
https://finance.yahoo.com/m/32fc26d8-42a1-3380-9c62-252d673aca81/why-cloudera-stock-got.html,Why Cloudera Stock Got Crushed Today
